"","Account_status","Duration","Credit_history","Purpose","Credit_amount","Savings_bonds","Present_employment_since","Installment_rate","Other_debtors_guarantors","Resident_since","Property","Age","Other_installment_plans","Housing","Existing_credits","Job","People_maintenance_for","Telephone","Foreign_worker","Credit_risk","Gender"
"382","0 < ... <  200 DM",18,"existing credits paid back duly till now","car (used)",12976,"< 100 DM","unemployed",3,"none",4,"unknown / no property",38,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",0,"Male"
"383","no checking account",22,"existing credits paid back duly till now","car (new)",1283,"unknown / no savings account","4  <= ... < 7 years",4,"none",4,"building society savings agreement / life insurance",25,"none","rent",1,"skilled employee / official",1,"none","yes",1,"Male"
"384",">= 200 DM",12,"existing credits paid back duly till now","car (new)",1330,"< 100 DM","< 1 year",4,"none",1,"real estate",26,"none","own",1,"skilled employee / official",1,"none","yes",1,"Female"
"385","no checking account",30,"delay in paying off in the past","business",4272,"100 <= ... <  500 DM","1  <= ... < 4 years",2,"none",2,"building society savings agreement / life insurance",26,"none","own",2,"unskilled - resident",1,"none","yes",1,"Female"
"386","no checking account",18,"critical account / other credits existing (not at this bank)","radio / television",2238,"< 100 DM","1  <= ... < 4 years",2,"none",1,"car or other",25,"none","own",2,"skilled employee / official",1,"none","yes",1,"Male"
"387","no checking account",18,"existing credits paid back duly till now","radio / television",1126,"unknown / no savings account","< 1 year",4,"none",2,"real estate",21,"none","rent",1,"skilled employee / official",1,"yes","yes",1,"Male"
"388","0 < ... <  200 DM",18,"critical account / other credits existing (not at this bank)","furniture / equipment",7374,"< 100 DM","unemployed",4,"none",4,"building society savings agreement / life insurance",40,"stores","own",2,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"389","0 < ... <  200 DM",15,"critical account / other credits existing (not at this bank)","business",2326,"500 <= ... < 1000 DM","1  <= ... < 4 years",2,"none",4,"car or other",27,"bank","own",1,"skilled employee / official",1,"none","yes",1,"Female"
"390","no checking account",9,"existing credits paid back duly till now","business",1449,"< 100 DM","4  <= ... < 7 years",3,"none",2,"car or other",27,"none","own",2,"skilled employee / official",1,"none","yes",1,"Male"
"391","no checking account",18,"existing credits paid back duly till now","car (new)",1820,"< 100 DM","1  <= ... < 4 years",2,"none",2,"building society savings agreement / life insurance",30,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"392","0 < ... <  200 DM",12,"existing credits paid back duly till now","furniture / equipment",983,">= 1000 DM","< 1 year",1,"none",4,"real estate",19,"none","rent",1,"unskilled - resident",1,"none","yes",1,"Male"
"393","< 0 DM",36,"existing credits paid back duly till now","car (new)",3249,"< 100 DM","4  <= ... < 7 years",2,"none",4,"unknown / no property",39,"bank","for free",1,"management / self-employed / highly qualified employee / officer",2,"yes","yes",1,"Female"
"394","< 0 DM",6,"critical account / other credits existing (not at this bank)","radio / television",1957,"< 100 DM","4  <= ... < 7 years",1,"none",4,"car or other",31,"none","own",1,"skilled employee / official",1,"none","yes",1,"Male"
"395","no checking account",9,"critical account / other credits existing (not at this bank)","furniture / equipment",2406,"< 100 DM","unemployed",2,"none",3,"car or other",31,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"none","yes",1,"Female"
"396","0 < ... <  200 DM",39,"delay in paying off in the past","education",11760,"100 <= ... <  500 DM","4  <= ... < 7 years",2,"none",3,"unknown / no property",32,"none","rent",1,"skilled employee / official",1,"yes","yes",1,"Female"
"397","< 0 DM",12,"existing credits paid back duly till now","furniture / equipment",2578,"< 100 DM","unemployed",3,"none",4,"unknown / no property",55,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"none","yes",1,"Male"
"398","< 0 DM",36,"critical account / other credits existing (not at this bank)","furniture / equipment",2348,"< 100 DM","1  <= ... < 4 years",3,"none",2,"building society savings agreement / life insurance",46,"none","own",2,"skilled employee / official",1,"yes","yes",1,"Female"
"399","0 < ... <  200 DM",12,"existing credits paid back duly till now","car (new)",1223,"< 100 DM",">= 7 years",1,"none",1,"real estate",46,"none","rent",2,"skilled employee / official",1,"none","yes",0,"Female"
"400","no checking account",24,"critical account / other credits existing (not at this bank)","radio / television",1516,">= 1000 DM","1  <= ... < 4 years",4,"none",1,"real estate",43,"none","own",2,"unskilled - resident",1,"none","yes",1,"Male"
"401","no checking account",18,"existing credits paid back duly till now","radio / television",1473,"< 100 DM","< 1 year",3,"none",4,"real estate",39,"none","own",1,"skilled employee / official",1,"yes","yes",1,"Female"
"402","0 < ... <  200 DM",18,"critical account / other credits existing (not at this bank)","business",1887,"unknown / no savings account","1  <= ... < 4 years",4,"none",4,"real estate",28,"bank","own",2,"skilled employee / official",1,"none","yes",1,"Female"
"403","no checking account",24,"delay in paying off in the past","business",8648,"< 100 DM","< 1 year",2,"none",2,"car or other",27,"bank","own",2,"skilled employee / official",1,"yes","yes",0,"Female"
"404","no checking account",14,"delay in paying off in the past","car (new)",802,"< 100 DM","1  <= ... < 4 years",4,"none",2,"car or other",27,"none","own",2,"unskilled - resident",1,"none","yes",1,"Female"
"405","0 < ... <  200 DM",18,"delay in paying off in the past","car (new)",2899,"unknown / no savings account",">= 7 years",4,"none",4,"car or other",43,"none","own",1,"skilled employee / official",2,"none","yes",1,"Female"
"406","0 < ... <  200 DM",24,"existing credits paid back duly till now","radio / television",2039,"< 100 DM","< 1 year",1,"none",1,"building society savings agreement / life insurance",22,"none","own",1,"skilled employee / official",1,"yes","yes",0,"Female"
"407","no checking account",24,"critical account / other credits existing (not at this bank)","car (used)",2197,"unknown / no savings account","4  <= ... < 7 years",4,"none",4,"car or other",43,"none","own",2,"skilled employee / official",2,"yes","yes",1,"Female"
"408","< 0 DM",15,"existing credits paid back duly till now","radio / television",1053,"< 100 DM","< 1 year",4,"none",2,"real estate",27,"none","own",1,"skilled employee / official",1,"none","no",1,"Female"
"409","no checking account",24,"existing credits paid back duly till now","radio / television",3235,"500 <= ... < 1000 DM",">= 7 years",3,"none",2,"car or other",26,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"410",">= 200 DM",12,"critical account / other credits existing (not at this bank)","car (new)",939,"500 <= ... < 1000 DM","4  <= ... < 7 years",4,"none",2,"real estate",28,"none","own",3,"skilled employee / official",1,"yes","yes",0,"Female"
"411","0 < ... <  200 DM",24,"existing credits paid back duly till now","radio / television",1967,"< 100 DM",">= 7 years",4,"none",4,"car or other",20,"none","own",1,"skilled employee / official",1,"yes","yes",1,"Male"
"412","no checking account",33,"critical account / other credits existing (not at this bank)","car (used)",7253,"< 100 DM","4  <= ... < 7 years",3,"none",2,"car or other",35,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"413","no checking account",12,"critical account / other credits existing (not at this bank)","business",2292,"< 100 DM","unemployed",4,"none",2,"car or other",42,"stores","own",2,"management / self-employed / highly qualified employee / officer",1,"yes","yes",0,"Female"
"414","no checking account",10,"existing credits paid back duly till now","car (new)",1597,"500 <= ... < 1000 DM","1  <= ... < 4 years",3,"none",2,"unknown / no property",40,"none","rent",1,"unskilled - resident",2,"none","no",1,"Female"
"415","< 0 DM",24,"existing credits paid back duly till now","car (new)",1381,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",35,"none","own",1,"skilled employee / official",1,"none","yes",0,"Male"
"416","no checking account",36,"critical account / other credits existing (not at this bank)","car (used)",5842,"< 100 DM",">= 7 years",2,"none",2,"building society savings agreement / life insurance",35,"none","own",2,"skilled employee / official",2,"yes","yes",1,"Female"
"417","< 0 DM",12,"existing credits paid back duly till now","car (new)",2579,"< 100 DM","< 1 year",4,"none",1,"real estate",33,"none","own",1,"unskilled - resident",2,"none","yes",0,"Female"
"418","< 0 DM",18,"delay in paying off in the past","education",8471,"unknown / no savings account","1  <= ... < 4 years",1,"none",2,"car or other",23,"none","rent",2,"skilled employee / official",1,"yes","yes",1,"Male"
"419","no checking account",21,"existing credits paid back duly till now","car (new)",2782,"500 <= ... < 1000 DM","4  <= ... < 7 years",1,"none",2,"car or other",31,"bank","own",1,"management / self-employed / highly qualified employee / officer",1,"none","yes",1,"Male"
"420","0 < ... <  200 DM",18,"existing credits paid back duly till now","car (new)",1042,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",33,"none","own",1,"skilled employee / official",1,"none","yes",0,"Male"
"421","no checking account",15,"existing credits paid back duly till now","car (new)",3186,">= 1000 DM","4  <= ... < 7 years",2,"none",3,"car or other",20,"none","rent",1,"skilled employee / official",1,"none","yes",1,"Male"
"422","0 < ... <  200 DM",12,"existing credits paid back duly till now","car (used)",2028,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"car or other",30,"none","own",1,"skilled employee / official",1,"none","yes",1,"Female"
"423","0 < ... <  200 DM",12,"critical account / other credits existing (not at this bank)","car (new)",958,"< 100 DM","4  <= ... < 7 years",2,"none",3,"real estate",47,"none","own",2,"unskilled - resident",2,"none","yes",1,"Female"
"424","no checking account",21,"delay in paying off in the past","furniture / equipment",1591,"100 <= ... <  500 DM","4  <= ... < 7 years",4,"none",3,"real estate",34,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"none","yes",1,"Female"
"425","0 < ... <  200 DM",12,"existing credits paid back duly till now","furniture / equipment",2762,"unknown / no savings account",">= 7 years",1,"none",2,"building society savings agreement / life insurance",25,"bank","own",1,"skilled employee / official",1,"yes","yes",0,"Male"
"426","0 < ... <  200 DM",18,"existing credits paid back duly till now","car (used)",2779,"< 100 DM","1  <= ... < 4 years",1,"none",3,"car or other",21,"none","rent",1,"skilled employee / official",1,"yes","yes",1,"Female"
"427","no checking account",28,"critical account / other credits existing (not at this bank)","radio / television",2743,"< 100 DM",">= 7 years",4,"none",2,"car or other",29,"none","own",2,"skilled employee / official",1,"none","yes",1,"Female"
"428","no checking account",18,"critical account / other credits existing (not at this bank)","radio / television",1149,">= 1000 DM","1  <= ... < 4 years",4,"none",3,"real estate",46,"none","own",2,"skilled employee / official",1,"none","yes",1,"Female"
"429","no checking account",9,"existing credits paid back duly till now","furniture / equipment",1313,"< 100 DM",">= 7 years",1,"none",4,"car or other",20,"none","own",1,"skilled employee / official",1,"none","yes",1,"Female"
"430","< 0 DM",18,"critical account / other credits existing (not at this bank)","repairs",1190,"< 100 DM","unemployed",2,"none",4,"unknown / no property",55,"none","for free",3,"unemployed / unskilled  - non-resident",2,"none","yes",0,"Male"
"431","no checking account",5,"existing credits paid back duly till now","business",3448,"< 100 DM","4  <= ... < 7 years",1,"none",4,"real estate",74,"none","own",1,"unskilled - resident",1,"none","yes",1,"Female"
"432","0 < ... <  200 DM",24,"existing credits paid back duly till now","others",11328,"< 100 DM","1  <= ... < 4 years",2,"co-applicant",3,"car or other",29,"bank","own",2,"management / self-employed / highly qualified employee / officer",1,"yes","yes",0,"Female"
"433","< 0 DM",6,"critical account / other credits existing (not at this bank)","furniture / equipment",1872,"< 100 DM","unemployed",4,"none",4,"unknown / no property",36,"none","for free",3,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
